ISO3,t,x,y,z,dx,dy,dz
GRL,2015,0.21208116024862467,0.07599842823462169,4.648714669788416,-0.001962346247839697,0.002336748559184282,0.034167858172474475
GRL,2016,0.21011881400078497,0.07833517679380597,4.68288252796089,-0.001729001630092264,0.0023882304973404794,0.022688274226411842
GRL,2017,0.2083898123706927,0.08072340729114645,4.705570802187302,-0.0008783097134896778,0.0022205596097345515,0.031185225636240155
GRL,2018,0.20751150265720303,0.082943966900881,4.736756027823542,0.00014637189917882099,0.0018205365143099256,-0.009953833369332976
GRL,2019,0.20765787455638185,0.08476450341519093,4.726802194454209,0.001202095137886744,0.0021594648529256327,0.012078732943662018
GRL,2020,0.2088599696942686,0.08692396826811656,4.738880927397871,-0.0002590849910722448,0.003044639037819527,0.025564174890710945
GRL,2021,0.20860088470319635,0.08996860730593609,4.764445102288582,-0.00035011264371648254,0.003785297619178646,-0.019097004830300968
GRL,2022,0.20825077205947987,0.09375390492511473,4.745348097458281,-0.000431180193570746,0.004062470472476543,0.021800154001467398
GRL,2023,0.20781959186590912,0.09781637539759128,4.767148251459749,,,
GRL,2024,,,,,,
GTM,1950,0.4375563637124615,0.02307487062913511,,0.001763193423808651,-0.0002617510366687212,
GTM,1951,0.43931955713627013,0.022813119592466388,,0.0025300047850621565,-0.0001712877401082169,
GTM,1952,0.4418495619213323,0.02264183185235817,,0.003111015485903146,-0.00017718751507410369,
GTM,1953,0.44496057740723544,0.022464644337284068,,0.003602546466152323,-0.00018322033503940377,
GTM,1954,0.44856312387338776,0.022281424002244664,,0.0034662487267038133,-0.00014495267949351728,
GTM,1955,0.4520293726000916,0.022136471322751147,,0.0033974472017469504,-9.127239632059775e-5,
GTM,1956,0.4554268198018385,0.02204519892643055,,0.0031427692273488517,-8.455736860993324e-5,
GTM,1957,0.4585695890291874,0.021960641557820616,,0.002877872501509393,-7.897116273504826e-5,
GTM,1958,0.46144746153069677,0.021881670395085567,,0.00267101216561072,-6.447043414476578e-6,
GTM,1959,0.4641184736963075,0.02187522335167109,,0.001833947043851647,3.99918550678148e-5,
GTM,1960,0.46595242074015913,0.021915215206738906,2.4096171991358064,0.0011849624233603584,0.00017368745543301992,0.000657396491992035
GTM,1961,0.4671373831635195,0.022088902662171925,2.4102745956277984,0.0005863370599205608,0.00016025209355694653,0.013316367261281048
GTM,1962,0.46772372022344005,0.022249154755728872,2.4235909628890795,1.531428441059468e-5,0.0001534206091400002,0.03033481808041394
